iR33,dir,file,fileDate,targ,zaTarg,proj,year,author1,Source,Reaction,dataType,x4,Emin,Emax,Egamma,Units,Theta,nData
2385,o8p,o8pa0d,2006-06-23T00:00:00,18O,8018,p,1990,N.S.Christensen,"N.S.Christensen, Nucl. Instrum. Methods B51 (1990) 97","18O(p,a0)15N","NRA","",620.2,640.3,"",mb,144,13
2386,o8p,o8pa0e,2006-06-23T00:00:00,18O,8018,p,1990,N.S.Christensen,"N.S.Christensen, Nucl. Instrum. Methods B51 (1990) 97","18O(p,a0)15N","NRA","",1731.5,1772.0,"",mb,144,16
2387,o8p,o8pa0f,2006-06-23T00:00:00,18O,8018,p,1988,P.Alkemade,"P.Alkemade Nucl. Instrum. Methods B35 (1988) 137","18O(p,a0)15N","NRA","",1694.1,1772.8,"",mb,155,118
2388,o8p,o8pa0j,2006-06-23T00:00:00,18O,8018,p,1964,G.Amsel,"G.Amsel, Ann. Phys. 9 (1964) 297","18O(p,a0)15N","NRA","D0086007",906.84,2070.5,"",mb,128,249
2389,o8p,o8pa0k,2006-06-23T00:00:00,18O,8018,p,1967,G.Amsel,"G.Amsel and P.Samuel, Anal. Chem. 39 (1967) 1689","18O(p,a0)15N","NRA","",350.7,627.7,"",mb,165,29
2390,o8p,o8pa0l,2006-06-23T00:00:00,18O,8018,p,1967,G.Amsel,"G.Amsel and P.Samuel, Anal. Chem. 39 (1967) 1689","18O(p,a0)15N","NRA","",501.5,988.0,"",mb,165,79
2391,o8p,o8pa0m,2006-06-23T00:00:00,18O,8018,p,1964,G.Amsel,"G.Amsel, Ann. Phys. 9 (1964) 297","18O(p,a0)15N","NRA","D0086007",917.25,2063.8,"",mb,170,255
2392,o8p,o8pa0n,2009-03-18T00:00:00,18O,8018,p,1963,S.Gorodetzky,"S.Gorodetzky et al. Nuclear Physics  v.42 (1963) 462","18O(p,a0)15N","NRA","",2202.8,6086.5,"",ru,90,589
2393,o8p,o8pa0o,2009-03-18T00:00:00,18O,8018,p,1963,S.Gorodetzky,"S.Gorodetzky et al. Nuclear Physics  v.42 (1963) 462","18O(p,a0)15N","NRA","",2205.6,6087.6,"",ru,165,671
2394,o8p,o8pa0p,2009-09-11T00:00:00,18O,8018,p,2005,S.N.Wosu,"S.N.Wosu et al. Nuclear Instruments and Methods in Physics Research B v.237 (2005) 631","18O(p,a0)15N","NRA","",637.95,814.46,"",ru,150,20
2395,o8p,o8pp0a,2006-06-23T00:00:00,18O,8018,p,1967,H.J.Kim,"H.J.Kim, W.T.Milner and F.K.McGowan Nuclear Data Tables v.A3 (1967) 123","18O(p,p0)18O","EBS","",590.0,1430.0,"",mb,138.7,105
2396,o8p,o8pp0b,2010-01-13T00:00:00,18O,8018,p,1966,J.Stevens,"J. Stevens et al. Nuclear Physics v.76 (1966) 129","18O(p,p0)18O","EBS","",7869.8003,13802.0,"",mb,66.8,21
2397,o8p,o8pp0c,2010-01-13T00:00:00,18O,8018,p,1966,J.Stevens,"J. Stevens et al. Nuclear Physics v.76 (1966) 129","18O(p,p0)18O","EBS","",7875.0,13900.0,"",mb,87.1,21
2398,o8p,o8pp0d,2010-01-13T00:00:00,18O,8018,p,1966,J.Stevens,"J. Stevens et al. Nuclear Physics v.76 (1966) 129","18O(p,p0)18O","EBS","",7862.3,13876.0,"",mb,123,21
2399,o8p,o8pp0e,2010-01-13T00:00:00,18O,8018,p,1966,J.Stevens,"J. Stevens et al. Nuclear Physics v.76 (1966) 129","18O(p,p0)18O","EBS","",7854.1997,13879.0,"",mb,139.1,21
2400,o8p,o8pp0f,2013-10-17T17:14:46,18O,8018,p,1969,D.L.Sellin,"D.L.Sellin+(1969), Jour. Annals of Physics (New York), Vol.51, Issue.3, p.461","18O(p,p0)18O","EBS","C1918002",1391.0,3200.0,"",mb,135,640
2401,o8p,o8pp1a,2010-01-13T00:00:00,18O,8018,p,1966,J.Stevens,"J. Stevens et al. Nuclear Physics v.76 (1966) 129","18O(p,p1)18O","NRA","",7875.3,13900.0,"",mb,66.8,21
2402,o8p,o8pp1b,2010-01-13T00:00:00,18O,8018,p,1966,J.Stevens,"J. Stevens et al. Nuclear Physics v.76 (1966) 129","18O(p,p1)18O","NRA","",7920.5,13919.0,"",mb,87.1,21
2403,o8p,o8pp1c,2010-01-13T00:00:00,18O,8018,p,1966,J.Stevens,"J. Stevens et al. Nuclear Physics v.76 (1966) 129","18O(p,p1)18O","NRA","",7851.1,13871.0,"",mb,123,21
2404,o8p,o8pp1d,2010-01-13T00:00:00,18O,8018,p,1966,J.Stevens,"J. Stevens et al. Nuclear Physics v.76 (1966) 129","18O(p,p1)18O","NRA","",7906.8,13899.0,"",mb,139.1,19
2405,pd0p,pd0ppga,2013-06-25T13:10:10,110Pd,46110,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","110Pd(p,pg1-0)110Pd","PIGE,NRA","",1600.0,2900.0,"374",yield,90,14
2406,pd4p,pd4ppga,2013-06-25T18:56:45,104Pd,46104,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","104Pd(p,pg1-0)104Pd","PIGE,NRA","",1900.0,2900.0,"555",yield,90,11
2407,pd8p,pd8ppga,2013-06-25T13:13:55,108Pd,46108,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","108Pd(p,pg1-0)108Pd","PIGE,NRA","",1600.0,2900.0,"434",yield,90,14
2408,pr1a,pr1ap0a,2009-01-11T00:00:00,31P,15031,a,1975,W.A.Schier,"W.A. Schier et al. Nuclear Physics A v.254 (1975) 80","31P(a,p0)34S","NRA","",3252.1,5495.8,"",mb,105,441
2409,pr1a,pr1ap0b,2009-01-11T00:00:00,31P,15031,a,1975,W.A.Schier,"W.A. Schier et al. Nuclear Physics A v.254 (1975) 80","31P(a,p0)34S","NRA","",3255.3,5495.8,"",mb,155,446
2410,pr1d,pr1da0a,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a0)29Si","NRA","",2797.6,3754.3,"",mb,100,33
2411,pr1d,pr1da0b,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a0)29Si","NRA","",2802.5999,3864.8,"",mb,160,45
2412,pr1d,pr1da0c,2008-06-16T00:00:00,31P,15031,d,1964,M.A.Abuzeid,"M.A.Abuzeid et al. Nuclear Physics  v.60 (1964) 264","31P(d,a0)29Si","NRA","",1503.1001,2545.8,"",mb,150,57
2413,pr1d,pr1da1a,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a1)29Si","NRA","",2807.0,3872.9,"",mb,100,45
2414,pr1d,pr1da1b,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a1)29Si","NRA","",2806.4001,3877.5,"",mb,160,47
2415,pr1d,pr1da2a,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a2)29Si","NRA","",2810.4,3882.2998,"",mb,100,38
2416,pr1d,pr1da2b,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a2)29Si","NRA","",2825.9001,3886.6,"",mb,160,39
2417,pr1d,pr1da2c,2008-06-16T00:00:00,31P,15031,d,1964,M.A.Abuzeid,"M.A.Abuzeid et al. Nuclear Physics  v.60 (1964) 264","31P(d,a2)29Si","NRA","",1500.2001,2547.6,"",mb,150,55
2418,pr1d,pr1da3a,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a3)29Si","NRA","",2811.2,3860.1,"",mb,100,44
2419,pr1d,pr1da3b,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a3)29Si","NRA","",2809.2,3858.0999,"",mb,160,31
2420,pr1d,pr1da3c,2008-06-16T00:00:00,31P,15031,d,1964,M.A.Abuzeid,"M.A.Abuzeid et al. Nuclear Physics  v.60 (1964) 264","31P(d,a3)29Si","NRA","",1525.2,2541.0,"",mb,150,47
2421,pr1d,pr1da4a,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a4)29Si","NRA","",2801.3,3870.9,"",mb,100,47
2422,pr1d,pr1da4b,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a4)29Si","NRA","",2801.7002,3861.0,"",mb,160,38
2423,pr1d,pr1da4c,2008-06-16T00:00:00,31P,15031,d,1964,M.A.Abuzeid,"M.A.Abuzeid et al. Nuclear Physics  v.60 (1964) 264","31P(d,a4)29Si","NRA","",1486.7999,2537.3,"",mb,150,54
2424,pr1d,pr1da5a,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a5)29Si","NRA","",2802.5,3873.8,"",mb,100,41
2425,pr1d,pr1da5b,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a5)29Si","NRA","",2806.0,3871.3,"",mb,160,38
2426,pr1d,pr1da5c,2008-06-16T00:00:00,31P,15031,d,1964,M.A.Abuzeid,"M.A.Abuzeid et al. Nuclear Physics  v.60 (1964) 264","31P(d,a5)29Si","NRA","",1496.8999,2546.6,"",mb,150,58
2427,pr1d,pr1da6a,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a6)29Si","NRA","",2802.8,3874.2002,"",mb,100,35
2428,pr1d,pr1da6b,2007-10-31T00:00:00,31P,15031,d,1973,G.L.Vysotskij,"G.L. Vysotskij et al. Izvestiya Academii Nauk v.37 (1973) 1633","31P(d,a6)29Si","NRA","",2808.1,3879.8,"",mb,160,38
2429,pr1d,pr1dp0a,2008-12-30T00:00:00,31P,15031,d,1965,A.T.Baranik,"A.T. Baranik et al. Nuclear Physics v.72 (1965) 49","31P(d,p0+1)32P","NRA","",1271.2999,2495.0,"",mb,150,49
2430,pr1d,pr1dp2a,2008-12-30T00:00:00,31P,15031,d,1965,A.T.Baranik,"A.T. Baranik et al. Nuclear Physics v.72 (1965) 49","31P(d,p2)32P","NRA","",1272.6001,2496.4001,"",mb,150,49
2431,pr1d,pr1dp3a,2008-12-30T00:00:00,31P,15031,d,1965,A.T.Baranik,"A.T. Baranik et al. Nuclear Physics v.72 (1965) 49","31P(d,p3)32P","NRA","",1271.8,2494.4,"",mb,150,49
2432,pr1d,pr1dp4a,2008-12-30T00:00:00,31P,15031,d,1965,A.T.Baranik,"A.T. Baranik et al. Nuclear Physics v.72 (1965) 49","31P(d,p4)32P","NRA","",1277.4,2504.3,"",mb,150,49
2433,pr1d,pr1dp6a,2008-12-30T00:00:00,31P,15031,d,1965,A.T.Baranik,"A.T. Baranik et al. Nuclear Physics v.72 (1965) 49","31P(d,p6)32P","NRA","",1272.5,2501.5,"",mb,150,49
2434,pr1d,pr1dp7a,2008-12-30T00:00:00,31P,15031,d,1965,A.T.Baranik,"A.T. Baranik et al. Nuclear Physics v.72 (1965) 49","31P(d,p7+8)32P","NRA","",1274.7001,2504.8,"",mb,150,49
2435,pr1d,pr1dp9a,2008-12-30T00:00:00,31P,15031,d,1965,A.T.Baranik,"A.T. Baranik et al. Nuclear Physics v.72 (1965) 49","31P(d,p9+10)32P","NRA","",1276.5,2495.8,"",mb,150,48
2436,pr1p,pr1pa0a,2008-03-24T00:00:00,31P,15031,p,1968,K.V.Karadzhev,"K.V.Karadzhev et al. Yadernaya Fizika v.7 (1968) 242","31P(p,a0)28Si","NRA","",1012.2,3502.1,"",mb,90,420
2437,pr1p,pr1pa0b,2008-03-24T00:00:00,31P,15031,p,1968,K.V.Karadzhev,"K.V.Karadzhev et al. Yadernaya Fizika v.7 (1968) 242","31P(p,a0)28Si","NRA","",2109.9,3831.4,"",mb,120,98
2438,pr1p,pr1pa0c,2008-08-29T00:00:00,31P,15031,p,1988,D.F.Fang,"D.F. Fang et al. Physical Review C v.37 (1988) 28","31P(p,a0)28Si","NRA","",1398.3,3997.2998,"",mb,165,306
2439,pr1p,pr1pa0d,2009-01-14T00:00:00,31P,15031,p,1973,J.Vernotte,"J. Vernotte et al. Nuclear Physics A v.212 (1973) 493","31P(p,a0)28Si","NRA","",1398.3,1480.2001,"",ru,160,96
2440,pr1p,pr1pa0e,2009-01-13T00:00:00,31P,15031,p,1973,J.Vernotte,"J. Vernotte et al. Nuclear Physics A v.212 (1973) 493","31P(p,a0)28Si","NRA","",1495.7,1540.0,"",ru,124,26
2441,pr1p,pr1pa1a,2008-03-24T00:00:00,31P,15031,p,1968,K.V.Karadzhev,"K.V.Karadzhev et al. Yadernaya Fizika v.7 (1968) 242","31P(p,a1)28Si","NRA","",2846.4,3511.3,"",mb,90,129
2442,pr1p,pr1pa1b,2008-03-24T00:00:00,31P,15031,p,1968,K.V.Karadzhev,"K.V.Karadzhev et al. Yadernaya Fizika v.7 (1968) 242","31P(p,a1)28Si","NRA","",3499.1,3832.5,"",mb,120,83
2443,pr1p,pr1pa1c,2008-08-29T00:00:00,31P,15031,p,1988,D.F.Fang,"D.F. Fang et al. Physical Review C v.37 (1988) 28","31P(p,a1)28Si","NRA","",3002.5,3997.2998,"",mb,108,133
2444,pr1p,pr1paga,2011-07-07T00:00:00,31P,15031,p,1972,G.Demortier,"G.Demortier, F.Bodart, J. Radioanal. Chem. 12 (1972) 209","31P(p,ag1-0)28Si","PIGE,NRA","",1750.0,2560.0,"1778",yield,90,48
2445,pr1p,pr1pga,2011-07-07T00:00:00,31P,15031,p,1972,G.Demortier,"G.Demortier, F.Bodart, J. Radioanal. Chem. 12 (1972) 209","31P(p,g)32S","PIGE,NRA","",500.0,2500.0,"2237",yield,90,124
2446,pr1p,pr1pp0a,2006-06-23T00:00:00,31P,15031,p,1963,Cohen-Ganouna,"Cohen-Ganouna, J., Lambert, M. and Schmouker, J. Nucl. Phys. 40 (1963) 67.","31P(p,p0)31P","EBS","",1043.0,1941.0,"",rr,165,266
2447,pr1p,pr1pp0b,2008-03-24T00:00:00,31P,15031,p,1978,M.Cenja,"M.Cenja et al. Nuclear Physics A v.307 (1978) 65","31P(p,p0)31P","EBS","",5241.7,7653.1,"",mb,150,56
2448,pr1p,pr1pp0c,2008-03-24T00:00:00,31P,15031,p,1968,K.V.Karadzhev,"K.V.Karadzhev et al. Yadernaya Fizika v.7 (1968) 242","31P(p,p0)31P","EBS","",1003.9,3511.5,"",mb,150,638
2449,pr1p,pr1pp0d,2008-08-29T00:00:00,31P,15031,p,1988,D.F.Fang,"D.F. Fang et al. Physical Review C v.37 (1988) 28","31P(p,p0)31P","EBS","",1000.2,3999.7,"",mb,165,735
2450,pr1p,pr1pp0e,2009-01-13T00:00:00,31P,15031,p,1973,J.Vernotte,"J. Vernotte et al. Nuclear Physics A v.212 (1973) 493","31P(p,p0)31P","EBS","",1208.6001,1606.5,"",mb,124.47,279
2451,pr1p,pr1pp0f,2009-01-13T00:00:00,31P,15031,p,1973,J.Vernotte,"J. Vernotte et al. Nuclear Physics A v.212 (1973) 493","31P(p,p0)31P","EBS","",1217.8,1606.5,"",mb,134.68,250
2452,pr1p,pr1pp0g,2009-01-13T00:00:00,31P,15031,p,1973,J.Vernotte,"J. Vernotte et al. Nuclear Physics A v.212 (1973) 493","31P(p,p0)31P","EBS","",1433.6,1440.7001,"",mb,139.8,22
2453,pr1p,pr1pp0h,2009-01-13T00:00:00,31P,15031,p,1973,J.Vernotte,"J. Vernotte et al. Nuclear Physics A v.212 (1973) 493","31P(p,p0)31P","EBS","",1208.6001,1606.5,"",mb,160.38,280
2454,pr1p,pr1pp1a,2008-08-29T00:00:00,31P,15031,p,1988,D.F.Fang,"D.F. Fang et al. Physical Review C v.37 (1988) 28","31P(p,p1)31P","NRA","",2177.7,3998.1,"",mb,165,478
2455,pr1p,pr1ppga,2011-07-07T00:00:00,31P,15031,p,1988,C.Boni,"C.Boni et al. Nucl. Instr. & Meth. B35 (1988) 80","31P(p,pg1-0)31P","PIGE,NRA","",2602.0,3799.0,"1266",mb,90,61
2456,pr1p,pr1ppgb,2011-07-07T00:00:00,31P,15031,p,1972,G.Demortier,"G.Demortier, F.Bodart, J. Radioanal. Chem. 12 (1972) 209","31P(p,pg1-0)31P","PIGE,NRA","",1750.0,2560.0,"1266",yield,90,56
2457,pt4p,pt4ppga,2013-06-25T19:02:52,194Pt,78194,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","194Pt(p,pg1-0)194Pt","PIGE,NRA","",1400.0,2400.0,"328",yield,90,11
2458,pt5p,pt5ppga,2013-06-25T19:05:36,195Pt,78195,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","195Pt(p,pg1-0)195Pt","PIGE,NRA","",1400.0,2400.0,"99",yield,90,11
2459,pt5p,pt5ppgb,2013-06-25T19:07:30,195Pt,78195,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","195Pt(p,pg4-0)195Pt","PIGE,NRA","",1400.0,2400.0,"211",yield,90,11
2460,pt5p,pt5ppgc,2013-06-25T19:08:45,195Pt,78195,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","195Pt(p,pg6-0)195Pt","PIGE,NRA","",1400.0,2400.0,"239",yield,90,11
2461,pt6p,pt6ppga,2013-06-25T19:11:34,196Pt,78196,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","196Pt(p,pg1-0)196Pt","PIGE,NRA","",1400.0,2400.0,"355.7",yield,90,11
2462,pt8p,pt8ppga,2013-06-25T19:14:04,198Pt,78198,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","198Pt(p,pg1-0)198Pt","PIGE,NRA","",1900.0,2400.0,"407",yield,90,6
2463,rh3p,rh3ppga,2013-06-25T13:00:47,103Rh,45103,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","103Rh(p,pg3-0)103Rh","PIGE,NRA","",1200.0,2500.0,"295",yield,90,14
2464,rh3p,rh3ppgb,2013-06-25T13:03:32,103Rh,45103,p,1975,G.Deconninck,"G.Deconninck, G.Demortier, J. Rad. Chem. 24 (1975) 437","103Rh(p,pg4-0)103Rh","PIGE,NRA","",1200.0,2500.0,"357",yield,90,14
2465,s2a,s2aa0a,2013-06-28T11:47:36,32S,16032,a,1999,A.Coban,"A.Coban+(1999), Jour. Nuclear Physics, Section A, Vol.645, p.3","32S(a,a0)32S","EBS","O0963002",4013.0,8912.0,"",rr,165,77
2466,s2a,s2aa0b,2013-06-28T11:48:01,32S,16032,a,1999,A.Coban,"A.Coban+(1999), Jour. Nuclear Physics, Section A, Vol.645, p.3","32S(a,a0)32S","EBS","O0963002",4022.0,8909.0,"",rr,175,80
2467,s2a,s2aa0c,2013-06-28T11:48:39,32S,16032,a,1999,A.Coban,"A.Coban+(1999), Jour. Nuclear Physics, Section A, Vol.645, p.3","32S(a,a0)32S","EBS","O0963002",3995.0,8902.0,"",rr,155,77
2468,s2a,s2aa0d,2013-06-28T11:49:37,32S,16032,a,1999,A.Coban,"A.Coban+(1999), Jour. Nuclear Physics, Section A, Vol.645, p.3","32S(a,a0)32S","EBS","O0963002",3998.0,8881.0,"",rr,145,79
2469,s2a,s2aa0e,2013-06-28T11:50:32,32S,16032,a,1999,A.Coban,"A.Coban+(1999), Jour. Nuclear Physics, Section A, Vol.645, p.3","32S(a,a0)32S","EBS","O0963002",3966.0,8883.0,"",rr,135,67
2470,s2a,s2ap0a,2006-06-23T00:00:00,32S,16032,a,1966,M.Soltani-Farshi,"M.Soltani-Farshi, J.D.Meyer, P.Misaelides, K.Bethge. Nucl.Instr.& Meth. B 113 (1966) 399","32S(a,p0)35Cl","NRA","O0870001",5980.0,12000.0,"",mb,167,93
2471,s2a,s2ap0b,2006-06-23T00:00:00,32S,16032,a,1966,M.Soltani-Farshi,"M.Soltani-Farshi, J.D.Meyer, P.Misaelides, K.Bethge. Nucl.Instr.& Meth. B 113 (1966) 399","32S(a,p0)35Cl","NRA","O0870001",5990.0,12010.0,"",mb,159,94
2472,s2a,s2ap0c,2006-06-23T00:00:00,32S,16032,a,1966,M.Soltani-Farshi,"M.Soltani-Farshi, J.D.Meyer, P.Misaelides, K.Bethge. Nucl.Instr.& Meth. B 113 (1966) 399","32S(a,p0)35Cl","NRA","O0870001",6020.0,12020.0,"",mb,135,94
2473,s2a,s2ap0d,2006-06-23T00:00:00,32S,16032,a,1966,M.Soltani-Farshi,"M.Soltani-Farshi, J.D.Meyer, P.Misaelides, K.Bethge. Nucl.Instr.& Meth. B 113 (1966) 399","32S(a,p0)35Cl","NRA","O0870001",5990.0,12030.0,"",mb,120,94
2474,s2d,s2dp0a,2006-06-23T00:00:00,32S,16032,d,1998,M.J.F.Healy,"M.J.F.Healy and D.W.Lane. Nucl. Instr & Meth B 136-138 (1998) 66-71","32S(d,p0)33S","NRA","",1005.0,2700.0,"",mb,150,340
2475,s2d,s2dp0b,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p0)33S","NRA","",1966.0,2592.0,"",mb,150,26
2476,s2d,s2dp0c,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p0)33S","NRA","",1966.0,2592.0,"",mb,160,26
2477,s2d,s2dp0d,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p0)33S","NRA","",1966.0,2592.0,"",mb,170,26
2478,s2d,s2dp0e,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p0)33S","NRA","",1966.0,2592.0,"",mb,140,26
2479,s2d,s2dp0f,2010-01-12T00:00:00,32S,16032,d,1966,H.R.Saad,"H.R.Saad et al. Nuclear Physics v.84 (1966) 629","32S(d,p0)33S","NRA","",1494.7,2500.7998,"",mb,150,37
2480,s2d,s2dp1a,2006-06-23T00:00:00,32S,16032,d,1998,M.J.F.Healy,"M.J.F.Healy and D.W.Lane. Nucl. Instr & Meth B 136-138 (1998) 66-71","32S(d,p1)33S","NRA","",1000.0,2700.0,"",mb,150,341
2481,s2d,s2dp1b,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p1)33S","NRA","",1966.0,2592.0,"",mb,150,26
2482,s2d,s2dp1c,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p1)33S","NRA","",1966.0,2592.0,"",mb,160,26
2483,s2d,s2dp1d,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p1)33S","NRA","",1966.0,2592.0,"",mb,170,26
2484,s2d,s2dp1e,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p1)33S","NRA","",1966.0,2592.0,"",mb,140,26
2485,s2d,s2dp1f,2010-01-12T00:00:00,32S,16032,d,1966,H.R.Saad,"H.R.Saad et al. Nuclear Physics v.84 (1966) 629","32S(d,p1)33S","NRA","",1498.9,2501.9,"",mb,150,37
2486,s2d,s2dp2a,2006-06-23T00:00:00,32S,16032,d,1998,M.J.F.Healy,"M.J.F.Healy and D.W.Lane. Nucl. Instr & Meth B 136-138 (1998) 66-71","32S(d,p2)33S","NRA","",1000.0,2500.0,"",mb,150,33
2487,s2d,s2dp2b,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p2)33S","NRA","",1966.0,2592.0,"",mb,150,26
2488,s2d,s2dp2c,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p2)33S","NRA","",1966.0,2592.0,"",mb,160,26
2489,s2d,s2dp2d,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p2)33S","NRA","",1966.0,2592.0,"",mb,170,26
2490,s2d,s2dp2e,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p2)33S","NRA","",1966.0,2592.0,"",mb,140,26
2491,s2d,s2dp2f,2010-01-12T00:00:00,32S,16032,d,1966,H.R.Saad,"H.R.Saad et al. Nuclear Physics v.84 (1966) 629","32S(d,p2)33S","NRA","",1500.5,2499.0999,"",mb,150,37
2492,s2d,s2dp3a,2006-06-23T00:00:00,32S,16032,d,1998,M.J.F.Healy,"M.J.F.Healy and D.W.Lane. Nucl. Instr & Meth B 136-138 (1998) 66-71","32S(d,p3)33S","NRA","",1000.0,2500.0,"",mb,150,33
2493,s2d,s2dp3b,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p3)33S","NRA","",1966.0,2592.0,"",mb,150,26
2494,s2d,s2dp3c,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p3)33S","NRA","",1966.0,2592.0,"",mb,160,26
2495,s2d,s2dp3d,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p3)33S","NRA","",1966.0,2592.0,"",mb,170,26
2496,s2d,s2dp3e,2007-04-13T00:00:00,32S,16032,d,2007,A.Lagoyannis,"A. Lagoyannis et al., submitted to NIM B (2007)","32S(d,p3)33S","NRA","",1966.0,2592.0,"",mb,140,26
2497,s2d,s2dp3f,2010-01-12T00:00:00,32S,16032,d,1966,H.R.Saad,"H.R.Saad et al. Nuclear Physics v.84 (1966) 629","32S(d,p3)33S","NRA","",1498.2999,2502.0,"",mb,150,37
2498,s2d,s2dp4a,2006-06-23T00:00:00,32S,16032,d,1998,M.J.F.Healy,"M.J.F.Healy and D.W.Lane. Nucl. Instr & Meth B 136-138 (1998) 66-71","32S(d,p4+5+6)33S","NRA","",1000.0,2500.0,"",mb,150,33
2499,s2d,s2dp4b,2010-01-12T00:00:00,32S,16032,d,1966,H.R.Saad,"H.R.Saad et al. Nuclear Physics v.84 (1966) 629","32S(d,p4-6)33S","NRA","",1502.8,2503.0999,"",mb,150,37
